locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFNKBEDD_03117	CDS	315				hypothetical protein
EFNKBEDD_03118	CDS	237				hypothetical protein
EFNKBEDD_03119	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
EFNKBEDD_03120	CDS	444				hypothetical protein
EFNKBEDD_03121	CDS	204				hypothetical protein
EFNKBEDD_03122	CDS	399				hypothetical protein
EFNKBEDD_03123	CDS	1068	nhaP2			K(+)/H(+) antiporter NhaP2
EFNKBEDD_03124	CDS	963				hypothetical protein
EFNKBEDD_03125	CDS	285				hypothetical protein
EFNKBEDD_03126	CDS	1497				hypothetical protein
EFNKBEDD_03127	CDS	915				hypothetical protein
EFNKBEDD_03128	CDS	3861				hypothetical protein
EFNKBEDD_03129	CDS	936				hypothetical protein
EFNKBEDD_03130	CDS	648				hypothetical protein
EFNKBEDD_03131	CDS	1320				hypothetical protein
EFNKBEDD_03132	CDS	1335				hypothetical protein
EFNKBEDD_03133	CDS	1533				hypothetical protein
EFNKBEDD_03134	CDS	2316				hypothetical protein
EFNKBEDD_03135	CDS	786				hypothetical protein
EFNKBEDD_03136	CDS	987	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
EFNKBEDD_03137	CDS	933				hypothetical protein
EFNKBEDD_03138	CDS	1647				hypothetical protein
EFNKBEDD_03139	CDS	888				hypothetical protein
EFNKBEDD_03140	CDS	1134				hypothetical protein
EFNKBEDD_03141	CDS	1077	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
EFNKBEDD_03142	CDS	807	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
EFNKBEDD_03143	CDS	1428				hypothetical protein
EFNKBEDD_03144	CDS	510				hypothetical protein
EFNKBEDD_03145	CDS	984	yqeN		COG1466	putative protein YqeN
EFNKBEDD_03146	CDS	1122			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
EFNKBEDD_03147	CDS	2217	sasA_18	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_03148	CDS	2379	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
EFNKBEDD_03149	CDS	972	ousX_4		COG2113	Glycine betaine-binding periplasmic protein OusX
EFNKBEDD_03150	CDS	1014	ousX_5		COG2113	Glycine betaine-binding periplasmic protein OusX
EFNKBEDD_03151	CDS	3579	mshA_13	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_03152	CDS	699	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
EFNKBEDD_03153	CDS	1767			COG0747	putative ABC transporter-binding protein
EFNKBEDD_03154	CDS	579				hypothetical protein
EFNKBEDD_03155	CDS	597				hypothetical protein
EFNKBEDD_03156	CDS	1386				hypothetical protein
EFNKBEDD_03157	CDS	147				hypothetical protein
EFNKBEDD_03158	CDS	786				hypothetical protein
EFNKBEDD_03159	CDS	576				hypothetical protein
EFNKBEDD_03160	CDS	297				hypothetical protein
EFNKBEDD_03161	CDS	870	lipA	2.8.1.8	COG0320	Lipoyl synthase
EFNKBEDD_03162	tRNA	74				tRNA-Pro(cgg)
EFNKBEDD_03163	CDS	639				hypothetical protein
EFNKBEDD_03164	tRNA	76				tRNA-Arg(tct)
EFNKBEDD_03165	CDS	348				hypothetical protein
EFNKBEDD_03166	CDS	2535				hypothetical protein
EFNKBEDD_03167	CDS	897				hypothetical protein
EFNKBEDD_03168	CDS	717				hypothetical protein
EFNKBEDD_03169	CDS	663				hypothetical protein
EFNKBEDD_03170	CDS	435				hypothetical protein
EFNKBEDD_03171	CDS	306				hypothetical protein
EFNKBEDD_03172	CDS	225				hypothetical protein
EFNKBEDD_03173	CDS	1560				hypothetical protein
EFNKBEDD_03174	CDS	336				hypothetical protein
EFNKBEDD_03175	CDS	1440	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
EFNKBEDD_03176	CDS	411				hypothetical protein
EFNKBEDD_03177	CDS	252				hypothetical protein
EFNKBEDD_03178	CDS	279				hypothetical protein
EFNKBEDD_03179	CDS	1440	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
EFNKBEDD_03180	CDS	546				hypothetical protein
EFNKBEDD_03181	CDS	663				hypothetical protein
EFNKBEDD_03182	CDS	405		3.1.-.-	COG3744	Ribonuclease VapC22
EFNKBEDD_03183	CDS	1461	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
EFNKBEDD_03184	CDS	1095				hypothetical protein
EFNKBEDD_03185	CDS	288				hypothetical protein
EFNKBEDD_03186	CDS	858				hypothetical protein
EFNKBEDD_03187	CDS	723				hypothetical protein
EFNKBEDD_03188	CDS	594				hypothetical protein
EFNKBEDD_03189	CDS	828	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EFNKBEDD_03190	CDS	423				hypothetical protein
EFNKBEDD_03191	CDS	1137	rssB_11			Regulator of RpoS
EFNKBEDD_03192	CDS	324	rsbV		COG1366	Anti-sigma-B factor antagonist
EFNKBEDD_03193	CDS	471				hypothetical protein
EFNKBEDD_03194	CDS	603				hypothetical protein
EFNKBEDD_03195	CDS	417	gumD	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
EFNKBEDD_03196	CDS	96				hypothetical protein
EFNKBEDD_03197	CDS	438	recR		COG0353	Recombination protein RecR
EFNKBEDD_03198	CDS	105				hypothetical protein
EFNKBEDD_03199	CDS	483	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
EFNKBEDD_03200	CDS	924	lipA2	2.8.1.8	COG0320	Lipoyl synthase 2
EFNKBEDD_03201	CDS	255				hypothetical protein
EFNKBEDD_03202	CDS	5571				hypothetical protein
EFNKBEDD_03203	CDS	1377				hypothetical protein
EFNKBEDD_03204	CDS	1695				hypothetical protein
EFNKBEDD_03205	CDS	414				hypothetical protein
EFNKBEDD_03206	CDS	183				hypothetical protein
EFNKBEDD_03207	CDS	261				hypothetical protein
EFNKBEDD_03208	CDS	768			COG0217	putative transcriptional regulatory protein
EFNKBEDD_03209	CDS	654	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
EFNKBEDD_03210	CDS	528				hypothetical protein
EFNKBEDD_03211	CDS	651	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
EFNKBEDD_03212	CDS	1482				hypothetical protein
EFNKBEDD_03213	CDS	1032				hypothetical protein
EFNKBEDD_03214	CDS	1839	pknD_21	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_03215	CDS	1695				hypothetical protein
EFNKBEDD_03216	CDS	204				hypothetical protein
EFNKBEDD_03217	CDS	2748				hypothetical protein
EFNKBEDD_03218	CDS	2499				hypothetical protein
EFNKBEDD_03219	CDS	465				hypothetical protein
EFNKBEDD_03220	CDS	345				hypothetical protein
EFNKBEDD_03221	CDS	255				hypothetical protein
EFNKBEDD_03222	CDS	513				hypothetical protein
EFNKBEDD_03223	CDS	345	rip3_1		COG0517	Putative zinc metalloprotease Rip3
EFNKBEDD_03224	CDS	813	rip3_2		COG0517	Putative zinc metalloprotease Rip3
EFNKBEDD_03225	CDS	363				hypothetical protein
EFNKBEDD_03226	CDS	336				hypothetical protein
EFNKBEDD_03227	CDS	495				hypothetical protein
EFNKBEDD_03228	CDS	471				hypothetical protein
EFNKBEDD_03229	CDS	981	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
EFNKBEDD_03230	CDS	252				hypothetical protein
EFNKBEDD_03231	CDS	576				hypothetical protein
EFNKBEDD_03232	CDS	1230	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EFNKBEDD_03233	CDS	261				hypothetical protein
EFNKBEDD_03234	CDS	1887				hypothetical protein
EFNKBEDD_03235	CDS	156				hypothetical protein
EFNKBEDD_03236	CDS	405				hypothetical protein
EFNKBEDD_03237	CDS	390			COG0346	Virulence protein
EFNKBEDD_03238	CDS	1035				hypothetical protein
EFNKBEDD_03239	CDS	423	yfcG_5	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
EFNKBEDD_03240	CDS	906	rbn_2	3.1.26.11		Ribonuclease BN
EFNKBEDD_03241	CDS	513	ppa	3.6.1.1		Inorganic pyrophosphatase
EFNKBEDD_03242	CDS	453				hypothetical protein
EFNKBEDD_03243	CDS	588				hypothetical protein
EFNKBEDD_03244	CDS	3129				hypothetical protein
EFNKBEDD_03245	CDS	1728	recN		COG0497	DNA repair protein RecN
EFNKBEDD_03246	CDS	336				hypothetical protein
EFNKBEDD_03247	CDS	1743	ubiB_5	2.7.-.-		protein kinase UbiB
EFNKBEDD_03248	CDS	285				hypothetical protein
EFNKBEDD_03249	CDS	111				hypothetical protein
EFNKBEDD_03250	CDS	105				hypothetical protein
EFNKBEDD_03251	CDS	204				hypothetical protein
EFNKBEDD_03252	CDS	363				hypothetical protein
EFNKBEDD_03253	CDS	4488				hypothetical protein
EFNKBEDD_03254	CDS	1098	nupX_2		COG1972	Putative nucleoside permease NupX
EFNKBEDD_03255	CDS	336				hypothetical protein
EFNKBEDD_03256	CDS	357				hypothetical protein
EFNKBEDD_03257	CDS	342	ndhM	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit M
EFNKBEDD_03258	CDS	1452				hypothetical protein
EFNKBEDD_03259	CDS	1695				hypothetical protein
EFNKBEDD_03260	CDS	993				hypothetical protein
EFNKBEDD_03261	CDS	1167	mshA_14	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_03262	CDS	1182	mshA_15	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFNKBEDD_03263	CDS	189				hypothetical protein
EFNKBEDD_03264	CDS	357				hypothetical protein
EFNKBEDD_03265	CDS	657				hypothetical protein
EFNKBEDD_03266	CDS	678				hypothetical protein
EFNKBEDD_03267	CDS	471				hypothetical protein
EFNKBEDD_03268	CDS	312	ureB	3.5.1.5	COG0832	Urease subunit beta
EFNKBEDD_03269	CDS	306	ureA	3.5.1.5	COG0831	Urease subunit gamma
EFNKBEDD_03270	CDS	864	ureD			Urease accessory protein UreD
EFNKBEDD_03271	CDS	3057	rcsC_70	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_03272	CDS	345	rpsN		COG0199	30S ribosomal protein S14
EFNKBEDD_03273	CDS	333				hypothetical protein
EFNKBEDD_03274	CDS	594	aat	2.3.2.6		Leucyl/phenylalanyl-tRNA--protein transferase
EFNKBEDD_03275	CDS	849				hypothetical protein
EFNKBEDD_03276	CDS	297				hypothetical protein
EFNKBEDD_03277	CDS	552				hypothetical protein
EFNKBEDD_03278	CDS	402				hypothetical protein
EFNKBEDD_03279	CDS	2157	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EFNKBEDD_03280	CDS	393				hypothetical protein
EFNKBEDD_03281	CDS	312				hypothetical protein
EFNKBEDD_03282	CDS	228				hypothetical protein
EFNKBEDD_03283	CDS	807	mftE	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
EFNKBEDD_03284	CDS	1383	pleD_1			Response regulator PleD
EFNKBEDD_03285	CDS	1392				hypothetical protein
EFNKBEDD_03286	CDS	432				hypothetical protein
EFNKBEDD_03287	CDS	909				hypothetical protein
EFNKBEDD_03288	CDS	1716	hflX			GTPase HflX
EFNKBEDD_03289	CDS	978				hypothetical protein
EFNKBEDD_03290	CDS	720	walR_1		COG0745	Transcriptional regulatory protein WalR
EFNKBEDD_03291	CDS	972				hypothetical protein
EFNKBEDD_03292	CDS	279				hypothetical protein
EFNKBEDD_03293	CDS	912				hypothetical protein
EFNKBEDD_03294	CDS	435				hypothetical protein
EFNKBEDD_03295	CDS	606				hypothetical protein
EFNKBEDD_03296	CDS	1503	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
EFNKBEDD_03297	CDS	891				hypothetical protein
EFNKBEDD_03298	CDS	576				hypothetical protein
EFNKBEDD_03299	CDS	363				hypothetical protein
EFNKBEDD_03300	CDS	912				hypothetical protein
EFNKBEDD_03301	CDS	357				hypothetical protein
EFNKBEDD_03302	CDS	606				hypothetical protein
EFNKBEDD_03303	CDS	981		1.-.-.-	COG0667	putative oxidoreductase
EFNKBEDD_03304	CDS	444	fosB	2.5.1.-		Metallothiol transferase FosB
EFNKBEDD_03305	CDS	453	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
EFNKBEDD_03306	CDS	432				hypothetical protein
EFNKBEDD_03307	CDS	966				hypothetical protein
EFNKBEDD_03308	CDS	207				hypothetical protein
EFNKBEDD_03309	CDS	594				hypothetical protein
EFNKBEDD_03310	CDS	2082	rne	3.1.26.12		Ribonuclease E
EFNKBEDD_03311	CDS	570	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EFNKBEDD_03312	CDS	438				hypothetical protein
EFNKBEDD_03313	CDS	357	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EFNKBEDD_03314	CDS	1950	metE_2	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EFNKBEDD_03315	CDS	1500				hypothetical protein
EFNKBEDD_03316	CDS	2385				hypothetical protein
EFNKBEDD_03317	CDS	726				hypothetical protein
EFNKBEDD_03318	CDS	1080		2.4.1.11	COG0438	Glycogen synthase
EFNKBEDD_03319	CDS	924	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
EFNKBEDD_03320	CDS	1596	sasA_19	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_03321	CDS	483				hypothetical protein
EFNKBEDD_03322	CDS	147				hypothetical protein
EFNKBEDD_03323	CDS	1341	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
EFNKBEDD_03324	CDS	606	nadD	2.7.7.18		putative nicotinate-nucleotide adenylyltransferase
EFNKBEDD_03325	CDS	735				hypothetical protein
EFNKBEDD_03326	CDS	729				hypothetical protein
EFNKBEDD_03327	CDS	1698	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
EFNKBEDD_03328	CDS	210				hypothetical protein
EFNKBEDD_03329	CDS	303				hypothetical protein
EFNKBEDD_03330	CDS	963				hypothetical protein
EFNKBEDD_03331	CDS	1449				hypothetical protein
EFNKBEDD_03332	CDS	477				hypothetical protein
EFNKBEDD_03333	CDS	462				hypothetical protein
EFNKBEDD_03334	CDS	5382	pknD_22	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_03335	CDS	3285	rcsC_71	2.7.13.3		Sensor histidine kinase RcsC
EFNKBEDD_03336	CDS	555				hypothetical protein
EFNKBEDD_03337	CDS	690	ndhH_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H
EFNKBEDD_03338	CDS	516	ndhH_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H
EFNKBEDD_03339	CDS	5820				hypothetical protein
EFNKBEDD_03340	CDS	312				hypothetical protein
EFNKBEDD_03341	CDS	780				hypothetical protein
EFNKBEDD_03342	CDS	1923	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
EFNKBEDD_03343	CDS	909	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EFNKBEDD_03344	CDS	423				hypothetical protein
EFNKBEDD_03345	CDS	327				hypothetical protein
EFNKBEDD_03346	CDS	180				hypothetical protein
EFNKBEDD_03347	tRNA	72				tRNA-Lys(ctt)
EFNKBEDD_03348	CDS	957	nadK_1	2.7.1.23		NAD kinase
EFNKBEDD_03349	CDS	987				hypothetical protein
EFNKBEDD_03350	CDS	108	petM			Cytochrome b6-f complex subunit 7
EFNKBEDD_03351	CDS	1089	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
EFNKBEDD_03352	CDS	222				hypothetical protein
EFNKBEDD_03353	CDS	384				hypothetical protein
EFNKBEDD_03354	CDS	774	iscS_4	2.8.1.7	COG1104	Cysteine desulfurase IscS
EFNKBEDD_03355	CDS	381	iscS_5	2.8.1.7	COG1104	Cysteine desulfurase IscS
EFNKBEDD_03356	CDS	222				hypothetical protein
EFNKBEDD_03357	CDS	219				hypothetical protein
EFNKBEDD_03358	CDS	2073	smc_5			Chromosome partition protein Smc
EFNKBEDD_03359	CDS	2532				hypothetical protein
EFNKBEDD_03360	CDS	648				hypothetical protein
EFNKBEDD_03361	CDS	2673	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
EFNKBEDD_03362	CDS	1359				hypothetical protein
EFNKBEDD_03363	CDS	264				hypothetical protein
EFNKBEDD_03364	CDS	552	scpB			Segregation and condensation protein B
EFNKBEDD_03365	CDS	852	lnrL_3	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
EFNKBEDD_03366	CDS	1206				hypothetical protein
EFNKBEDD_03367	CDS	90				hypothetical protein
EFNKBEDD_03368	CDS	267				hypothetical protein
EFNKBEDD_03369	CDS	207				hypothetical protein
EFNKBEDD_03370	CDS	264				hypothetical protein
EFNKBEDD_03371	CDS	1164	hpxO	1.14.13.113	COG0654	FAD-dependent urate hydroxylase
EFNKBEDD_03372	CDS	312				hypothetical protein
EFNKBEDD_03373	CDS	207				hypothetical protein
EFNKBEDD_03374	CDS	162				hypothetical protein
EFNKBEDD_03375	CDS	387	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EFNKBEDD_03376	CDS	1623	sasA_20	2.7.-.-		Adaptive-response sensory-kinase SasA
EFNKBEDD_03377	CDS	3783				hypothetical protein
EFNKBEDD_03378	CDS	1575				hypothetical protein
EFNKBEDD_03379	CDS	750				hypothetical protein
EFNKBEDD_03380	CDS	900	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EFNKBEDD_03381	CDS	1056	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EFNKBEDD_03382	CDS	306				hypothetical protein
EFNKBEDD_03383	CDS	819				hypothetical protein
EFNKBEDD_03384	CDS	897	RBKS	2.7.1.15		Ribokinase
EFNKBEDD_03385	CDS	336				hypothetical protein
EFNKBEDD_03386	CDS	420				hypothetical protein
EFNKBEDD_03387	CDS	336				hypothetical protein
EFNKBEDD_03388	CDS	414				hypothetical protein
EFNKBEDD_03389	CDS	690	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EFNKBEDD_03390	CDS	933				hypothetical protein
EFNKBEDD_03391	CDS	732				hypothetical protein
EFNKBEDD_03392	CDS	942	ceo_2	1.5.1.24		N(5)-(carboxyethyl)ornithine synthase
EFNKBEDD_03393	CDS	1089		1.14.11.1		Gamma-butyrobetaine dioxygenase
EFNKBEDD_03394	CDS	1272				hypothetical protein
EFNKBEDD_03395	CDS	570				hypothetical protein
EFNKBEDD_03396	CDS	1317	btrK	4.1.1.95		L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
EFNKBEDD_03397	CDS	855	cpoB_7			Cell division coordinator CpoB
EFNKBEDD_03398	CDS	372				hypothetical protein
EFNKBEDD_03399	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_03400	CDS	399				hypothetical protein
EFNKBEDD_03401	CDS	735				hypothetical protein
EFNKBEDD_03402	CDS	399	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
EFNKBEDD_03403	CDS	624	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
EFNKBEDD_03404	CDS	1407	secD		COG0342	Protein translocase subunit SecD
EFNKBEDD_03405	CDS	954	secF		COG0341	Protein translocase subunit SecF
EFNKBEDD_03406	CDS	1734				hypothetical protein
EFNKBEDD_03407	CDS	456				hypothetical protein
EFNKBEDD_03408	CDS	429				hypothetical protein
EFNKBEDD_03409	CDS	846	thiG	2.8.1.10	COG2022	Thiazole synthase
EFNKBEDD_03410	CDS	891				hypothetical protein
EFNKBEDD_03411	CDS	933	gmd_2	4.2.1.47		GDP-mannose 4,6-dehydratase
EFNKBEDD_03412	CDS	702	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EFNKBEDD_03413	CDS	537				hypothetical protein
EFNKBEDD_03414	CDS	549	def_2	3.5.1.88	COG0242	Peptide deformylase
EFNKBEDD_03415	CDS	381				hypothetical protein
EFNKBEDD_03416	CDS	1197	argG	6.3.4.5		Argininosuccinate synthase
EFNKBEDD_03417	CDS	1722	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
EFNKBEDD_03418	CDS	3201				hypothetical protein
EFNKBEDD_03419	CDS	2331				hypothetical protein
EFNKBEDD_03420	CDS	3186				hypothetical protein
EFNKBEDD_03421	CDS	351				hypothetical protein
EFNKBEDD_03422	CDS	393				hypothetical protein
EFNKBEDD_03423	CDS	123				hypothetical protein
EFNKBEDD_03424	CDS	330				hypothetical protein
EFNKBEDD_03425	CDS	2010				hypothetical protein
EFNKBEDD_03426	CDS	840				hypothetical protein
EFNKBEDD_03427	CDS	867	chlL	1.3.7.7	COG1348	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
EFNKBEDD_03428	CDS	363				hypothetical protein
EFNKBEDD_03429	CDS	1404	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
EFNKBEDD_03430	CDS	1443				hypothetical protein
EFNKBEDD_03431	CDS	258				hypothetical protein
EFNKBEDD_03432	CDS	1992	shc	4.2.1.129	COG1657	Squalene--hopene cyclase
EFNKBEDD_03433	CDS	351				hypothetical protein
EFNKBEDD_03434	CDS	399				hypothetical protein
EFNKBEDD_03435	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_03436	CDS	1698				hypothetical protein
EFNKBEDD_03437	CDS	726				hypothetical protein
EFNKBEDD_03438	CDS	915				hypothetical protein
EFNKBEDD_03439	CDS	816				hypothetical protein
EFNKBEDD_03440	CDS	1425				hypothetical protein
EFNKBEDD_03441	CDS	936	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
EFNKBEDD_03442	CDS	264				hypothetical protein
EFNKBEDD_03443	CDS	654	rbn_3	3.1.26.11		Ribonuclease BN
EFNKBEDD_03444	CDS	834	surE_1	3.1.3.5	COG0496	5'-nucleotidase SurE
EFNKBEDD_03445	CDS	831				hypothetical protein
EFNKBEDD_03446	CDS	900	todF	3.7.1.25		2-hydroxy-6-oxo-2,4-heptadienoate hydrolase
EFNKBEDD_03447	CDS	324	trxB		COG0526	Thioredoxin 2
EFNKBEDD_03448	CDS	1176	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
EFNKBEDD_03449	CDS	876				hypothetical protein
EFNKBEDD_03450	CDS	5427	pknD_23	2.7.11.1		Serine/threonine-protein kinase PknD
EFNKBEDD_03451	CDS	237				hypothetical protein
EFNKBEDD_03452	CDS	1098			COG3385	IS4 family transposase ISSysp2
EFNKBEDD_03453	CDS	3366	ycf3_12			Photosystem I assembly protein Ycf3
EFNKBEDD_03454	CDS	597				hypothetical protein
EFNKBEDD_03455	CDS	909	smc_6			Chromosome partition protein Smc
EFNKBEDD_03456	CDS	216				hypothetical protein
EFNKBEDD_03457	CDS	1191				hypothetical protein
EFNKBEDD_03458	CDS	243				hypothetical protein
EFNKBEDD_03459	CDS	1266				hypothetical protein
EFNKBEDD_03460	CDS	585				hypothetical protein
EFNKBEDD_03461	CDS	582				hypothetical protein
EFNKBEDD_03462	CDS	174				hypothetical protein
EFNKBEDD_03463	CDS	579				hypothetical protein
EFNKBEDD_03464	CDS	1266				hypothetical protein
EFNKBEDD_03465	CDS	1581				hypothetical protein
EFNKBEDD_03466	CDS	243				hypothetical protein
EFNKBEDD_03467	CDS	312				hypothetical protein
EFNKBEDD_03468	CDS	1341				hypothetical protein
EFNKBEDD_03469	CDS	561				hypothetical protein
EFNKBEDD_03470	CDS	537				hypothetical protein
EFNKBEDD_03471	CDS	399				hypothetical protein
EFNKBEDD_03472	CDS	558				IS630 family transposase ISAtsp7
EFNKBEDD_03473	CDS	594				hypothetical protein
EFNKBEDD_03474	CDS	3585	smc_7		COG1196	Chromosome partition protein Smc
EFNKBEDD_03475	CDS	183				hypothetical protein
EFNKBEDD_03476	CDS	1299				hypothetical protein
EFNKBEDD_03477	CDS	504				hypothetical protein
EFNKBEDD_03478	CDS	858				hypothetical protein
EFNKBEDD_03479	CDS	375				hypothetical protein
EFNKBEDD_03480	CDS	354				hypothetical protein
EFNKBEDD_03481	CDS	540				hypothetical protein
EFNKBEDD_03482	CDS	354				hypothetical protein
EFNKBEDD_03483	CDS	453				hypothetical protein
EFNKBEDD_03484	CDS	228				hypothetical protein
EFNKBEDD_03485	CDS	519				hypothetical protein
EFNKBEDD_03486	CDS	1146	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
EFNKBEDD_03487	CDS	489				hypothetical protein
EFNKBEDD_03488	CDS	189				hypothetical protein
EFNKBEDD_03489	CDS	807				IS630 family transposase ISAtsp4
EFNKBEDD_03490	CDS	450				hypothetical protein
EFNKBEDD_03491	CDS	1029	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
EFNKBEDD_03492	CDS	639	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
EFNKBEDD_03493	CDS	606				hypothetical protein
EFNKBEDD_03494	CDS	279	higB	3.1.-.-		Endoribonuclease HigB
EFNKBEDD_03495	CDS	315				hypothetical protein
EFNKBEDD_03496	CDS	789	cbbY_1	3.1.3.-	COG0637	Protein CbbY
EFNKBEDD_03497	CDS	852	fbaA_1	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
EFNKBEDD_03498	CDS	858				hypothetical protein
EFNKBEDD_03499	CDS	177				hypothetical protein
EFNKBEDD_03500	CDS	117	psbI			Photosystem II reaction center protein I
EFNKBEDD_03501	CDS	828				hypothetical protein
EFNKBEDD_03502	CDS	3063				hypothetical protein
EFNKBEDD_03503	CDS	276				hypothetical protein
EFNKBEDD_03504	CDS	150				hypothetical protein
EFNKBEDD_03505	CDS	285				hypothetical protein
EFNKBEDD_03506	CDS	285				hypothetical protein
EFNKBEDD_03507	CDS	771	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
